,Rank,Name,Keywords,Corr,pvalue
3920,3921,CO_tc3_1_absnum,"correlation,nonlinear",0.091,0.0038826189496835514
3921,3922,CP_wavelet_varchg_sym2_5_10_001,"wavelet,varchg",0.091,0.00378628876890764
3922,3923,CP_wavelet_varchg_sym2_2_10_001,"wavelet,varchg",0.091,0.003997810893643604
3923,3924,EN_DistributionEntropy_hist_auto_02,entropy,0.091,0.0040334913872168325
3924,3925,EN_DistributionEntropy_hist_sturges_0,entropy,0.091,0.0038466840655596688
3925,3926,SY_SlidingWindow_sampen_sampen2_10,stationarity,0.091,0.003963798045044834
3926,3927,CO_CompareMinAMI_quantiles_2_80_mean,"correlation,AMI",0.091,0.0037953079675800343
3927,3928,CO_CompareMinAMI_std1_2_80_min,"correlation,AMI",0.091,0.0040980139199139004
3928,3929,AC_nl_011,"correlation,nonlinearautocorr",0.091,0.004020009712983469
3929,3930,AC_nl_24,"correlation,nonlinearautocorr",0.091,0.0037834436664133295
3930,3931,MF_GARCHfit_ar_P1_Q1_GARCH_1,model,0.090,0.0043407877525540525
3931,3932,MF_ExpSmoothing_05_best_ac2,model,0.090,0.004234592312812189
3932,3933,MF_CompareAR_1_10_05_bestaic,model,0.090,0.004236194077263055
3933,3934,MF_steps_ahead_ss_best_6_meandiffrmsabs,"model,prediction",0.090,0.0044641950105495706
3934,3935,NL_MS_fnn_1_10_mi_5_1_firstunder001,"nonlinear,fnn,slow",0.090,0.004441640759752431
3935,3936,SP_Summaries_fft_statav3_m,FourierSpectrum,0.090,0.004330167410931399
3936,3937,SP_Summaries_welch_rect_statav3_m,FourierSpectrum,0.090,0.00424079557604018
3937,3938,MF_AR_arcov_3_res_AC1,"model,gof",0.090,0.004222572311448258
3938,3939,SB_MotifThree_diffquant_cba,"symbolic,motifs",0.090,0.004561459449172543
3939,3940,DN_OutlierInclude_n_001_stdrfexpc,"distribution,outliers",0.090,0.004417549167843596
3940,3941,EN_Randomize_statdist_d1fexpb,"entropy,slow",0.090,0.004463911956648727
3941,3942,PH_Walker_momentum_5_w_max,trend,0.090,0.004540155359524363
3942,3943,FC_Surprise_T2_50_tau_m2quad_500_uq,"information,symbolic",0.090,0.004246534993276933
3943,3944,FC_Surprise_T1_20_2_q_500_uq,"information,symbolic",0.090,0.004190554785696659
3944,3945,CO_AddNoise_1_gaussian_pdec,"correlation,AMI,entropy",0.090,0.004228231811275687
3945,3946,EN_DistributionEntropy_hist_auto_001,entropy,0.090,0.00443433166839167
3946,3947,CO_CompareMinAMI_even_2_80_conv4,"correlation,AMI",0.090,0.00418818952868433
3947,3948,IN_AutoMutualInfoStats_diff_20_gaussian_pcrossq10,"information,correlation,AMI",0.090,0.0045371690902766965
3948,3949,CO_HistogramAMI_quantiles_5_5,"information,correlation,AMI",0.090,0.004369027638482023
3949,3950,AC_nl_014,"correlation,nonlinearautocorr",0.090,0.004379295892360455
3950,3951,MD_rawHRVmeas_tri20,"medical,raw",0.089,0.004621742108131768
3951,3952,CP_l1pwc_sweep_lambda_0_005_095_rmserrsu05,stepdetection,0.089,0.004628108035304751
3952,3953,CP_ML_StepDetect_l1pwc_10_diffn12,"stepdetection,stationarity",0.089,0.005079302325414481
3953,3954,MF_hmm_08_2_Mu_2,"hmm,model",0.089,0.004659347052481302
3954,3955,MF_StateSpace_n4sid_1_05_1_m_aic,model,0.089,0.005026794567601418
3955,3956,MF_StateSpace_n4sid_1_05_1_m_fpe,model,0.089,0.0050192760303749365
3956,3957,WL_coeffs_db3_2_wb75m,wavelet,0.089,0.004921172752100163
3957,3958,PP_Compare_resample_2_1_kscn_adiff,"preprocessing,raw",0.089,0.004953901562036852
3958,3959,PP_Compare_medianf4_swss10_2,"preprocessing,raw,stationarity",0.089,0.0050876629306437285
3959,3960,NL_TSTL_PoincareSection_max_1_tauacD,"nonlinear,tstool",0.089,0.00494292589997143
3960,3961,NL_TSTL_PoincareSection_max_mi_maxpbox5,"nonlinear,tstool",0.089,0.005272546559048021
3961,3962,TSTL_localdensity_5_40_1_3_minden,"nonlinear,tstool",0.089,0.005092794956405235
3962,3963,SP_Summaries_pgram_hamm_statav4_m,FourierSpectrum,0.089,0.004678369102671044
3963,3964,SP_Summaries_pgram_hamm_statav2_s,FourierSpectrum,0.089,0.00492047504874869
3964,3965,SP_Summaries_pgram_hamm_maxProm,FourierSpectrum,0.089,0.004789053047740691
3965,3966,SB_MotifThree_quantile_bccb,"symbolic,motifs",0.089,0.004926479006888939
3966,3967,SB_MotifTwo_mean_uudd,"symbolic,motifs",0.089,0.004873146561720661
3967,3968,SB_MotifTwo_diff_u,"symbolic,motifs",0.089,0.004775920954757214
3968,3969,EX_MovingThreshold_01_01_stdkickf,outliers,0.089,0.005059290186400895
3969,3970,DN_OutlierInclude_n_001_mrstd,"distribution,outliers",0.089,0.004854657364976983
3970,3971,FC_Surprise_dist_100_5_q_500_std,"information,symbolic",0.089,0.0050697072080633275
3971,3972,CO_Embed2_tau_meanspana,"correlation,embedding,stationarity",0.089,0.005087717624029087
3972,3973,AC_nl_036,"correlation,nonlinearautocorr",0.089,0.005086222061432006
3973,3974,quantile_70,distribution,0.089,0.004983855160754874
3974,3975,SY_PPtest_0_5_ar_t1_meanpValue,"unitroot,pvalue",0.088,0.005167742654666764
3975,3976,MF_compare_GARCH_ar_1_3_1_3_meanAIC,model,0.088,0.005636701803793529
3976,3977,MF_compare_GARCH_ar_1_3_1_3_meanBIC,model,0.088,0.005627153320227712
3977,3978,MF_compare_GARCH_ar_1_3_1_3_meanLLF,model,0.088,0.0056350885397994195
3978,3979,MF_GARCHfit_ar_P1_Q2_LLF,model,0.088,0.005539618661628985
3979,3980,MF_StateSpace_n4sid_2_05_1_c_2,model,0.088,0.005410899324918483
3980,3981,MS_shannon_3_1t10_meanent,"entropy,mex",0.088,0.00546108000445157
3981,3982,NL_MS_fnn_1_10_mi_5_1_firstunder002,"nonlinear,fnn,slow",0.088,0.005154103310766775
3982,3983,PP_Compare_diff1_gauss1_kd_r2,"preprocessing,raw",0.088,0.0051708225205373505
3983,3984,PP_Compare_sin2_swss2_2,"preprocessing,raw,stationarity",0.088,0.005375711564409252
3984,3985,NL_TSTL_PoincareSection_max_1_ac2D,"nonlinear,tstool",0.088,0.005795859727110997
3985,3986,NL_TSTL_PoincareSection_max_mi_iqrds,"nonlinear,tstool",0.088,0.005460235108562369
3986,3987,NL_TSTL_GPCorrSum2_n1_05_100_20_ac_fnnmar_robfit_a1,"nonlinear,correlation,tstool,stochastic",0.088,0.006738172028348344
3987,3988,SP_Summaries_fft_statav2_m,FourierSpectrum,0.088,0.005585430152187401
3988,3989,SP_Summaries_welch_rect_statav2_m,FourierSpectrum,0.088,0.005205561390780756
3989,3990,SP_Summaries_pgram_hamm_linfitloglog_mf_sigrat,FourierSpectrum,0.088,0.005355354434553455
3990,3991,SP_Summaries_pgram_hamm_mean,FourierSpectrum,0.088,0.005604859292594798
3991,3992,SC_FluctAnal_mag_2_dfa_50_2_logi_r2_se2,scaling,0.088,0.006468973783295506
3992,3993,SC_FluctAnal_2_nothing_50_logi_logtausplit,scaling,0.088,0.005152963139290997
3993,3994,SB_MotifThree_quantile_bbcc,"symbolic,motifs",0.088,0.005282552236006562
3994,3995,SB_BinaryStats_iqr_diff21stretch1,"distribution,stationarity",0.088,0.005249737680410945
3995,3996,EX_MovingThreshold_1_01_stdq,outliers,0.088,0.005485791530637521
3996,3997,FC_LocalSimple_mean4_taures,forecasting,0.088,0.0051905579268441086
3997,3998,EN_Randomize_permute_ac4fexpr2,"entropy,slow",0.088,0.005204901704956086
3998,3999,EN_Randomize_statdist_ac4fexpa,"entropy,slow",0.088,0.005520504723811521
3999,4000,EN_SampEn_5_03_sampen0,"entropy,sampen",0.088,0.005583670388081772
4000,4001,FC_Surprise_dist_5_tau_m2quad_500_max,"information,symbolic",0.088,0.005165349312766161
4001,4002,NW_VisibilityGraph_horiz_dexpk_r2,"network,visibilityGraph",0.088,0.005445435287808595
4002,4003,NW_VisibilityGraph_horiz_mink,"network,visibilityGraph",0.088,0.005168456566747127
4003,4004,CO_StickAngles_y_skewness_p,correlation,0.088,0.0053799789880419535
4004,4005,CO_TranslateShape_circle_15_pts_npatmode,correlation,0.088,0.005182909934029224
4005,4006,DN_RemovePoints_absfar_08_remove_sumabsacfdiff,"correlation,outliers",0.088,0.005478217385640607
4006,4007,DN_RemovePoints_absclose_01_remove_mean,"correlation,outliers",0.088,0.005329147849322497
4007,4008,SB_TransitionMatrix_51_stdeig,"symbolic,transitionmat",0.088,0.005481912378534625
4008,4009,SB_TransitionMatrix_41_ondiag,"symbolic,transitionmat",0.088,0.005616204729147088
4009,4010,SB_TransitionMatrix_41_TD4,"symbolic,transitionmat",0.088,0.005325623307401936
4010,4011,SY_LocalGlobal_iqr_l500,"stationarity,distribution",0.088,0.005514826330801964
4011,4012,IN_AutoMutualInfoStats_40_gaussian_ami17,"information,correlation,AMI",0.088,0.005283853093986473
4012,4013,MF_compare_GARCH_ar_1_3_1_3_minBIC,model,0.087,0.005858662727173488
4013,4014,MF_GARCHfit_ar_P1_Q1_stde_stde,model,0.087,0.006028537719267423
4014,4015,MF_GARCHfit_ar_P1_Q1_summaryexitflag,model,0.087,0.005700273892236961
4015,4016,WL_coeffs_db3_2_max_coeff,wavelet,0.087,0.005793047607696717
4016,4017,NL_TSTL_PoincareSection_max_1_pwithin02,"nonlinear,tstool",0.087,0.005951062081757543
4017,4018,NL_TSTL_PoincareSection_max_ac_minx,"nonlinear,tstool",0.087,0.0061192283140373265
4018,4019,EX_MovingThreshold_01_002_maxq,outliers,0.087,0.005907932632885839
4019,4020,ST_LocalExtrema_l50_meanmax,"distribution,stationarity",0.087,0.006006872966108492
4020,4021,EN_Randomize_dyndist_ac4fexpa,"entropy,slow",0.087,0.0058479016427772
4021,4022,EN_SampEn_5_01_sampen5,"entropy,sampen",0.087,0.007275719742796248
4022,4023,FC_Surprise_dist_20_2_q_500_uq,"information,symbolic",0.087,0.0059538838195807
4023,4024,SY_LocalDistributions_5_par_stddiv,stationarity,0.087,0.005785861446051457
4024,4025,CO_TranslateShape_circle_15_pts_threes,correlation,0.087,0.00619703233281004
4025,4026,DN_RemovePoints_min_08_saturate_ac3rat,"correlation,outliers",0.087,0.006047733380349875
4026,4027,DN_RemovePoints_absfar_08_remove_ac1diff,"correlation,outliers",0.087,0.0057079943279035915
4027,4028,SB_TransitionMatrix_4ac_TD4,"symbolic,transitionmat",0.087,0.005734668630368826
4028,4029,SB_TransitionMatrix_31_ondiag,"symbolic,transitionmat",0.087,0.0058650142786402
4029,4030,CO_trev_ac_absnum,"correlation,nonlinear",0.087,0.0058746023884633835
4030,4031,CO_trev_2_num,"correlation,nonlinear",0.087,0.006120491996203091
4031,4032,CO_tc3_3_num,"correlation,nonlinear",0.087,0.006118071338137115
4032,4033,MD_polvar_1_4,"medical,symbolic",0.087,0.005914216475576243
4033,4034,CP_wavelet_varchg_db3_3_10_001,"wavelet,varchg",0.087,0.006000434687608634
4034,4035,CO_fzcglscf_5_10,"correlation,glscf,tau",0.087,0.006137952208750831
4035,4036,CO_glscf_1_5_5,"correlation,glscf",0.087,0.005823319261191053
4036,4037,AC_nl_003,"correlation,nonlinearautocorr",0.087,0.006054334869670589
4037,4038,AC_33,correlation,0.087,0.006110980846224837
4038,4039,AC_5,correlation,0.087,0.005723364308848584
4039,4040,DN_pleft02,"distribution,spread",0.087,0.006182169684590964
4040,4041,SY_KPSStest_0_10_lagminstat,"stationarity,hypothesistest",0.086,0.006657769870971593
4041,4042,SY_PPtest_0_5_ar_t1_maxpValue,"unitroot,pvalue",0.086,0.0063559933151823445
4042,4043,MF_compare_GARCH_ar_1_3_1_3_minK,model,0.086,0.006635505850011798
4043,4044,MF_compare_GARCH_ar_1_3_1_3_minAIC,model,0.086,0.006384528575002366
4044,4045,MF_compare_GARCH_ar_1_3_1_3_maxLLF,model,0.086,0.006357070115441047
4045,4046,PP_ModelFit_ar_2_rmserrrat_lf_02_d1,"preprocessing,trend",0.086,0.006603379734566718
4046,4047,NL_MS_nlpe_3_ac_normksstat,"nonlinear,prediction,model",0.086,0.0068657589219113056
4047,4048,MF_arfit_1_8_sbc_aerr_mean,"modelfit,arfit",0.086,0.0062756990049455735
4048,4049,WL_cwt_sym2_32_medianabsC,"wavelet,cwt",0.086,0.006242058157400246
4049,4050,PP_Compare_medianf4_kscn_olapint,"preprocessing,raw",0.086,0.006280216966551902
4050,4051,PP_Compare_medianf4_swss5_1,"preprocessing,raw,stationarity",0.086,0.006424837152944855
4051,4052,SD_TSTL_surrogates_1_100_2_trev_ksphereonmax,"nonlinear,tstool,correlation,surrogate",0.086,0.0067676313794916895
4052,4053,NL_TSTL_ReturnTime_005_1_005_n1_1_3_hcgdist,"nonlinear,tstool",0.086,0.006719624703998965
4053,4054,NL_TSTL_PoincareSection_max_mi_ac2x,"nonlinear,tstool",0.086,0.0072540626142864805
4054,4055,SP_Summaries_fft_linfitloglog_mf_sigma,FourierSpectrum,0.086,0.006387709805265796
4055,4056,SP_Summaries_welch_rect_linfitloglog_mf_sigma,FourierSpectrum,0.086,0.006387709805265796
4056,4057,SC_FluctAnal_mag_2_dfa_50_2_logi_alpha,scaling,0.086,0.006317586649713741
4057,4058,SB_MotifThree_diffquant_caaa,"symbolic,motifs",0.086,0.006346505221164883
4058,4059,EX_MovingThreshold_1_01_iqrq,outliers,0.086,0.006528251509881413
4059,4060,EX_MovingThreshold_01_01_maxq,outliers,0.086,0.0062766911348564585
4060,4061,ST_LocalExtrema_n100_meanmax,"distribution,stationarity",0.086,0.006645930012258828
4061,4062,FC_LocalSimple_median5_stderr,forecasting,0.086,0.006561182279744477
4062,4063,EN_Randomize_dyndist_ac4fexpr2,"entropy,slow",0.086,0.006552246247584307
4063,4064,FC_Surprise_dist_100_4_q_500_std,"information,symbolic",0.086,0.006318602837505247
4064,4065,DN_RemovePoints_max_01_saturate_ac2rat,"correlation,outliers",0.086,0.006672055302557137
4065,4066,PD_PeriodicityWang_th0.01,"periodicity,spline",0.086,0.006685769644908475
4066,4067,CO_Embed2_Basic_tau_parabdown05,correlation,0.086,0.006212426924468917
4067,4068,SB_TransitionMatrix_31_stdeig,"symbolic,transitionmat",0.086,0.006340953431379041
4068,4069,CO_AddNoise_ac_std1_10_ami_at_5,"correlation,AMI,entropy",0.086,0.00675206282370043
4069,4070,EN_PermEn_2_1_normPermEn,entropy,0.086,0.0062353342502334454
4070,4071,ApEn2_01,entropy,0.086,0.006322624904507231
4071,4072,SY_LocalGlobal_kurtosis_unicg20,"stationarity,distribution",0.086,0.006445537639923474
4072,4073,SY_LocalGlobal_kurtosis_l100,"stationarity,distribution",0.086,0.00649598701837872
4073,4074,SY_SlidingWindow_ent_sampen10_10,stationarity,0.086,0.006930532716540775
4074,4075,CO_glscf_2_2_2,"correlation,glscf",0.086,0.006404187138870221
4075,4076,CO_glscf_1_1_2,"correlation,glscf",0.086,0.006283134431659349
4076,4077,AC_28,correlation,0.086,0.006482830310641066
4077,4078,WL_dwtcoeff_sym2_5_mind_l3,"wavelet,dwt",0.085,0.006868448604455847
4078,4079,WL_dwtcoeff_db3_5_maxd_l2,"wavelet,dwt",0.085,0.00716451549410276
4079,4080,MF_GP_FitAcross_covSEiso_covNoise_20_meanS,"model,GaussianProcess",0.085,0.006880199285900181
4080,4081,PP_Compare_medianf10_olbt_s5,"preprocessing,raw",0.085,0.007012398178660057
4081,4082,PP_Compare_medianf4_swss10_1,"preprocessing,raw,stationarity",0.085,0.007107772927860663
4082,4083,NL_TSTL_ReturnTime_005_1_005_n1_1_3_statrtys,"nonlinear,tstool",0.085,0.007359012653181362
4083,4084,NL_TSTL_LargestLyap_n1_01_001_3_1_4_pcross09max,"nonlinear,tstool",0.085,0.007449583998353217
4084,4085,NL_TSTL_dimensions_50_ac_fnnmar_scr_co_m2_logrmin,"nonlinear,tstool,scaling,dimension",0.085,0.007755441729877935
4085,4086,NL_TSTL_GPCorrSum2_n1_05_100_20_ac_fnnmar_robfit_s,"nonlinear,correlation,tstool,stochastic",0.085,0.008397485024459722
4086,4087,SP_Summaries_fft_linfitloglog_all_sea1,FourierSpectrum,0.085,0.00743161203809626
4087,4088,SP_Summaries_welch_rect_linfitloglog_all_sea1,FourierSpectrum,0.085,0.0073491364728473845
4088,4089,SC_FluctAnal_2_rsrangefit_50_1_logi_r2_ssr,scaling,0.085,0.007902830277422664
4089,4090,SB_MotifThree_diffquant_accb,"symbolic,motifs",0.085,0.007308693900046053
4090,4091,SB_MotifThree_quantile_cb,"symbolic,motifs",0.085,0.0071366185062372856
4091,4092,SB_BinaryStats_mean_stdstretch0,"distribution,stationarity",0.085,0.007425364717202269
4092,4093,DN_OutlierInclude_p_001_stdrfexpc,"distribution,outliers",0.085,0.007112289313439625
4093,4094,DN_SimpleFit_gauss2_AC2_hsqrt,"distribution,gof,gauss2",0.085,0.007117282040371238
4094,4095,FC_LocalSimple_lfit3_stderr,forecasting,0.085,0.007256158858431612
4095,4096,FC_LocalSimple_mean1_swm,forecasting,0.085,0.007399668648793079
4096,4097,EN_Randomize_dyndist_swss5_1hp,"entropy,slow,stationarity",0.085,0.007088865183480881
4097,4098,EN_Randomize_dyndist_statav5fexpb,"entropy,slow,stationarity",0.085,0.00749439468629282
4098,4099,FC_Surprise_dist_100_5_udq_500_std,"information,symbolic",0.085,0.007078586464969141
4099,4100,FC_Surprise_T1_50_3_q_500_uq,"information,symbolic",0.085,0.007304210572390364
4100,4101,FC_Surprise_T1_20_2_q_500_std,"information,symbolic",0.085,0.007049464767167346
4101,4102,SY_DriftingMeann5_meanmaxmin,stationarity,0.085,0.006978480560898839
4102,4103,CO_TranslateShape_circle_35_pts_twos,correlation,0.085,0.007030612479809534
4103,4104,CO_TranslateShape_circle_15_pts_twos,correlation,0.085,0.007273447439198983
4104,4105,CO_TranslateShape_circle_15_pts_mean,correlation,0.085,0.007023147651889174
4105,4106,DN_RemovePoints_max_08_saturate_skewnessrat,"correlation,outliers,distribution",0.085,0.007157995504866009
4106,4107,SB_TransitionpAlphabet_40_1_meandiagfexp_b,"symbolic,transitionmat",0.085,0.007346463856348996
4107,4108,CO_AddNoise_1_kraskov1_4_ac1,"correlation,AMI,entropy",0.085,0.007310957339879303
4108,4109,CO_tc3_3_raw,"correlation,nonlinear",0.085,0.00737407695137411
4109,4110,HT_DistributionTest_chi2norm25,"hypothesistest,distribution,raw",0.085,0.007160114534254619
4110,4111,SY_LocalGlobal_absmean_l500,"stationarity,distribution",0.085,0.0072923305535495635
4111,4112,CO_glscf_1_5_2,"correlation,glscf",0.085,0.006841352560806768
4112,4113,CO_glscf_1_2_2,"correlation,glscf",0.085,0.0071054259669306955
4113,4114,AC_30,correlation,0.085,0.006928829030147818
4114,4115,ST_MomentCorr_002_02_mean_std_abs_mi,statistics,0.084,0.008279225085380692
4115,4116,ST_MomentCorr_002_02_mean_std_abs_absR,statistics,0.084,0.008280969474519955
4116,4117,CP_l1pwc_sweep_lambda_0_005_095_bestlambda,stepdetection,0.084,0.007680844924342249
4117,4118,MF_armax_3_1_05_1_p1_5,model,0.084,0.008178560460284742
4118,4119,MF_GP_LocalPrediction_covSEiso_covNoise_10_3_20_randomgap_stdlogh2,"model,GaussianProcess",0.084,0.007667102001310257
4119,4120,PP_Compare_rav2_gauss1_kd_resAC1,"preprocessing,raw",0.084,0.007703666699286115
4120,4121,PP_Compare_diff2_gauss1_kd_r2,"preprocessing,raw",0.084,0.00806451457262699
4121,4122,PP_Compare_poly1_swss2_1,"preprocessing,raw,stationarity",0.084,0.00761197656271012
4122,4123,SD_TSTL_surrogates_mi_100_1_tc3_stdsurr,"nonlinear,tstool,correlation,surrogate",0.084,0.00813257493130441
4123,4124,NL_TSTL_PoincareSection_max_ac_maxds,"nonlinear,tstool",0.084,0.008261592982101742
4124,4125,SP_Summaries_pgram_hamm_linfitsemilog_all_sea1,FourierSpectrum,0.084,0.008126170296077767
4125,4126,SB_MotifTwo_median_uuu,"symbolic,motifs",0.084,0.007810056076589774
4126,4127,SB_BinaryStats_iqr_pupstat2,"distribution,stationarity",0.084,0.007875909434783444
4127,4128,EX_MovingThreshold_1_002_maxq,outliers,0.084,0.008060130865094904
4128,4129,FC_LocalSimple_median5_ac2,forecasting,0.084,0.008061180626773388
4129,4130,EN_Randomize_statdist_statav5diff,"entropy,slow,stationarity",0.084,0.00792810842506289
4130,4131,FC_Surprise_T2_50_tau_m2quad_500_median,"information,symbolic",0.084,0.008059020121158366
4131,4132,SY_SpreadRandomLocal_50_100_meanstd,stationarity,0.084,0.007577594221605927
4132,4133,CO_Embed2_Dist_tau_d_std,"correlation,embedding",0.084,0.00762921443944797
4133,4134,PH_ForcePotential_sine_1_1_1_std,dynamicalSystem,0.084,0.008178513089713497
4134,4135,SB_TransitionMatrix_5ac_stddiag,"symbolic,transitionmat",0.084,0.0075161232758222275
4135,4136,SB_TransitionMatrix_41_stdeig,"symbolic,transitionmat",0.084,0.007704168362072903
4136,4137,SB_TransitionMatrix_41_symdiff,"symbolic,transitionmat",0.084,0.00816188856700022
4137,4138,CO_CompareMinAMI_std1_2_80_conv4,"correlation,AMI",0.084,0.007831867051149943
4138,4139,MF_GARCHfit_ar_P1_Q1_constanterr,model,0.083,0.008865597830255827
4139,4140,MF_GARCHfit_ar_P1_Q1_constant,model,0.083,0.008608265965173419
4140,4141,WL_dwtcoeff_db3_5_stdd_l5,"wavelet,dwt",0.083,0.008888851657137065
4141,4142,WL_dwtcoeff_db3_5_mind_l5,"wavelet,dwt",0.083,0.008423099710345584
4142,4143,MF_GP_hyperparameters_covSEiso_covNoise_1_50_random_i_logh1,"model,GaussianProcess",0.083,0.00832202489829451
4143,4144,MF_GP_hyperparameters_covSEiso_covNoise_1_50_random_i_h1,"model,GaussianProcess",0.083,0.008320000268846474
4144,4145,PP_Compare_rav4_swss2_1,"preprocessing,raw,stationarity",0.083,0.008315984610925309
4145,4146,PP_Compare_medianf4_swss5_2,"preprocessing,raw,stationarity",0.083,0.008897047299601361
4146,4147,PP_Compare_poly1_olbt_m2,"preprocessing,raw",0.083,0.0086935484107444
4147,4148,NL_TSTL_LargestLyap_n1_01_001_3_1_4_ve_rmsres,"nonlinear,tstool",0.083,0.00888671659623061
4148,4149,TSTL_localdensity_5_40_ac_2_ac5den,"nonlinear,tstool",0.083,0.008797911249865644
4149,4150,NL_TSTL_dimensions_50_ac_fnnmar_co_lfitb1,"nonlinear,tstool,scaling,dimension",0.083,0.009305085462682059
4150,4151,NL_TSTL_dimensions_50_ac_fnnmar_co_lfitm1,"nonlinear,tstool,scaling,dimension",0.083,0.010059490147960917
4151,4152,SP_Summaries_welch_rect_fpoly2_r2,FourierSpectrum,0.083,0.008923510718454992
4152,4153,SC_FluctAnal_2_dfa_50_0_logi_ssr,scaling,0.083,0.008310299730469978
4153,4154,SB_MotifThree_diffquant_bccb,"symbolic,motifs",0.083,0.008818170035338427
4154,4155,SB_MotifThree_quantile_accc,"symbolic,motifs",0.083,0.008687149571242224
4155,4156,ST_LocalExtrema_n50_uord,"distribution,stationarity",0.083,0.008583530678883936
4156,4157,DN_OutlierInclude_n_001_mdrstd,"distribution,outliers",0.083,0.008750915753026837
4157,4158,EN_SampEn_5_02_sampen0,"entropy,sampen",0.083,0.008497284981032473
4158,4159,FC_Surprise_T1_50_tau_m2quad_500_mean,"information,symbolic",0.083,0.008554645122820328
4159,4160,FC_Surprise_dist_50_3_udq_500_uq,"information,symbolic",0.083,0.00829763943299607
4160,4161,FC_Surprise_dist_5_2_udq_500_mean,"information,symbolic",0.083,0.008331602109132759
4161,4162,CO_TranslateShape_circle_15_pts_std,correlation,0.083,0.008299407385850525
4162,4163,SB_TransitionpAlphabet_20_ac_meandiagfexp_rmse,"symbolic,transitionmat",0.083,0.008610108279822089
4163,4164,SB_TransitionMatrix_3ac_stdeig,"symbolic,transitionmat",0.083,0.008540710788465735
4164,4165,CO_tc3_mi_absnum,"correlation,nonlinear",0.083,0.0087696550009812
4165,4166,EN_PermEn_2_2_normPermEn,entropy,0.083,0.008804911848669572
4166,4167,EN_DistributionEntropy_ks__001,entropy,0.083,0.008752549743572457
4167,4168,SY_LocalGlobal_skewness_p1,"stationarity,distribution",0.083,0.008612935099587897
4168,4169,CO_CompareMinAMI_std1_2_80_mode,"correlation,AMI",0.083,0.008310856304134452
4169,4170,AC_nl_134,"correlation,nonlinearautocorr",0.083,0.009028649265641795
4170,4171,DN_Moments_10,"distribution,moment,shape",0.083,0.00876366278468371
4171,4172,MF_ExpSmoothing_05_best_mms,model,0.082,0.009896678134573882
4172,4173,MS_shannon_3_1t10_stdent,"entropy,mex",0.082,0.009422285024921475
4173,4174,MS_shannon_2t10_2_stdent,"entropy,mex",0.082,0.009732357814790852
4174,4175,WL_coeffs_db3_5_med_coeff,wavelet,0.082,0.009869068423567795
4175,4176,WL_coeffs_db3_5_mean_coeff,wavelet,0.082,0.009495900546200716
4176,4177,WL_DetailCoeffs_db3_max_wheremax_mean,wavelet,0.082,0.009394506952934988
4177,4178,WL_cwt_sym2_32_pover80,"wavelet,cwt",0.082,0.009557627967386618
4178,4179,NL_TSTL_PoincareSection_max_1_pwithinr01,"nonlinear,tstool",0.082,0.009596674610120724
4179,4180,SP_Summaries_fft_areatopeak,FourierSpectrum,0.082,0.009091130561387635
4180,4181,SP_Summaries_fft_fpoly2_r2,FourierSpectrum,0.082,0.009465693434519567
4181,4182,SP_Summaries_pgram_hamm_fpoly2_r2,FourierSpectrum,0.082,0.00991866104034017
4182,4183,SB_MotifThree_quantile_abbb,"symbolic,motifs",0.082,0.009106228434537483
4183,4184,SB_MotifTwo_median_dd,"symbolic,motifs",0.082,0.0094155163223373
4184,4185,SB_BinaryStats_diff_stdstretch0,"distribution,stationarity",0.082,0.009691444681753675
4185,4186,ST_LocalExtrema_n50_medianmax,"distribution,stationarity",0.082,0.009542564924186961
4186,4187,DN_OutlierInclude_p_001_nfexpr2,"distribution,outliers",0.082,0.009753177597225302
4187,4188,EN_Randomize_dyndist_swss5_1fexpb,"entropy,slow,stationarity",0.082,0.009866048162040062
4188,4189,PH_Walker_prop_11_w_ac1,trend,0.082,0.009177498287464595
4189,4190,PH_Walker_prop_01_w_std,trend,0.082,0.009135853286849602
4190,4191,FC_Surprise_T2_20_2_q_500_max,"information,symbolic",0.082,0.00973662107260654
4191,4192,SY_SpreadRandomLocal_50_100_meankurt,stationarity,0.082,0.009925006911067846
4192,4193,DN_RemovePoints_absclose_08_remove_median,"correlation,outliers",0.082,0.009419962035420512
4193,4194,CO_AddNoise_1_kraskov1_4_pcrossmean,"correlation,AMI,entropy",0.082,0.009917309911612401
4194,4195,CO_AddNoise_1_gaussian_firstUnder50,"correlation,AMI,entropy",0.082,0.00913463994053687
4195,4196,EN_DistributionEntropy_hist_auto_03,entropy,0.082,0.009882707102671617
4196,4197,CO_glscf_1_10_2,"correlation,glscf",0.082,0.00966368635526071
4197,4198,CO_HistogramAMI_even_2_5,"information,correlation,AMI",0.082,0.009166791631455996
4198,4199,AC_nl_022,"correlation,nonlinearautocorr",0.082,0.009639849761647468
4199,4200,AC_4,correlation,0.082,0.009310864611972109
4200,4201,SY_PPtest_0_5_ar_t1_stdpValue,unitroot,0.081,0.010481507943011927
4201,4202,MF_steps_ahead_ss_best_6_ndown,"model,prediction",0.081,0.010091712932464131
4202,4203,NL_MS_nlpe_2_mi_maxonmean,"nonlinear,prediction,model",0.081,0.010898698102629525
4203,4204,MF_GP_FitAcross_covSEiso_covNoise_20_rmserr,"model,GaussianProcess",0.081,0.01019998899463026
4204,4205,PP_Compare_rav2_swss2_2,"preprocessing,raw,stationarity",0.081,0.010220206948130826
